date,open,high,low,close,volume,marketcap
2019.10.31,0.0168375903693,0.017650742464,0.016295567178,0.0171904651582,18375.1272153621,0
2019.11.01,0.0171650837965,0.0185310087694,0.0100938196105,0.0108012816649,19411.043516159,0
2019.11.02,0.0108012816649,0.0124655050347,0.00769649429593,0.00790911573411,13620.1156435756,0
2019.11.03,0.00847939394158,0.0101499072464,0.00427684494806,0.00592347157595,11927.4795628727,0
2019.11.04,0.00521495176917,0.00889032459537,0.00220953906595,0.00526638196615,11797.4706587625,0
2019.11.05,0.00526638196615,0.00860925596828,0.00522928347865,0.00680883591034,11142.9089221875,0
2019.11.06,0.00681378055968,0.00949892084462,0.0049449045654,0.00659555485873,1325.72736855869,0
2019.11.07,0.006588700211,0.00933683162161,0.00411226896134,0.00455282363339,693.507630693932,0
2019.11.08,0.00455371678425,0.00740333757411,0.00406746620453,0.00441561127559,89.1522072447408,0
2019.11.09,0.00441728902868,0.00737135087713,0.000644681897655,0.00278913821625,118.452106145672,0
2019.11.10,0.00278953583522,0.00555768288288,0.000666733274166,0.00299454717077,1452.08715752377,0
2019.11.11,0.00299454717077,0.00316302569083,0.00049128647754,0.000527056383629,963.3520095349,0
2019.11.12,0.000527084390853,0.00412453834445,0.000462403833465,0.00213814716782,959.77819977262,0
2019.11.13,0.00213759258265,0.00361854239374,0.00126646411757,0.00299096663851,1268.94555140352,0
2019.11.14,0.00299148468444,0.0052052477043,0.00169318489782,0.00444286809752,1214.91438105563,0
2019.11.15,0.00444267914669,0.0050279579539,0.00252125591375,0.00337283428541,46.8600839442616,0
2019.11.16,0.00317550432032,0.00348457526655,0.00286667964088,0.00341492209916,111.175785962181,0
2019.11.17,0.00341492209916,0.00530839462767,0.00330015750524,0.0033286840625,578.468593349865,0
2019.11.18,0.00332795307357,0.00334997638288,0.00297657550668,0.003142009445,176.849432205011,0
2019.11.19,0.00314049672119,0.0103544507308,0.00284606192563,0.00336958698968,2092.27418753924,0
2019.11.20,0.00336958698968,0.00863925417606,0.00312555345883,0.00451289087122,870.894956143342,0
2019.11.21,0.00451233556285,0.00639746162432,0.0036354291359,0.00379473159079,3989.59685254536,0
2019.11.22,0.00379473159079,0.00413767186663,0.00309818878372,0.00340728617195,4901.00425612459,0
2019.11.23,0.00326126680338,0.00414306538372,0.00309391113356,0.00360064950174,4828.51531107335,0
2019.11.24,0.00403989111552,0.00421892353856,0.00308427614292,0.00324137396822,2496.06766011822,0
