date,open,high,low,close,volume,marketcap
2017.12.13,11.474800109863281,11.50730037689209,11.018799781799316,11.503199577331543,296217.0,0.0
2017.12.14,11.483200073242188,11.804200172424316,10.954299926757812,11.481599807739258,391397.0,0.0
2017.12.15,11.480899810791016,13.001399993896484,11.152600288391113,12.900500297546387,653202.0,0.0
2017.12.16,12.900500297546387,21.954999923706055,12.870499610900879,20.495500564575195,2137330.0,0.0
2017.12.17,20.502399444580078,20.502399444580078,17.840700149536133,19.435400009155273,624487.0,0.0
2017.12.18,19.44099998474121,19.44099998474121,16.880800247192383,18.679100036621094,908890.0,0.0
2017.12.19,18.68440055847168,19.368900299072266,16.709199905395508,18.685400009155273,889906.0,0.0
2017.12.20,18.682600021362305,19.771900177001953,16.087200164794922,19.771900177001953,696240.0,0.0
2017.12.21,19.773399353027344,28.387300491333008,19.663999557495117,26.028099060058594,1938240.0,0.0
2017.12.22,26.03059959411621,28.220199584960938,20.07200050354004,23.07819938659668,757447.0,0.0
2017.12.23,22.87350082397461,27.53260040283203,22.87350082397461,26.878599166870117,687780.0,0.0
2017.12.24,25.762100219726562,26.859899520874023,22.310100555419922,24.444499969482422,303786.0,0.0
2017.12.25,24.480300903320312,25.774099349975586,23.440099716186523,24.236299514770508,295669.0,0.0
2017.12.26,24.22330093383789,25.386199951171875,22.40060043334961,23.39550018310547,334395.0,0.0
2017.12.27,23.77630043029785,24.326200485229492,22.812700271606445,23.73310089111328,311489.0,0.0
2017.12.28,23.72010040283203,23.76930046081543,18.835100173950195,21.613000869750977,445029.0,0.0
2017.12.29,21.626399993896484,22.207399368286133,19.61989974975586,20.021299362182617,349125.0,0.0
2017.12.30,19.791900634765625,20.37689971923828,17.406400680541992,18.71430015563965,207532.0,0.0
2017.12.31,18.771900177001953,20.20490074157715,17.868799209594727,20.07819938659668,126421.0,0.0
2018.01.01,19.787099838256836,20.537500381469727,18.412799835205078,19.480199813842773,195680.0,0.0
2018.01.02,19.910400390625,23.92460060119629,18.717199325561523,20.110599517822266,496094.0,0.0
2018.01.03,19.921100616455078,20.39859962463379,18.852399826049805,19.827499389648438,535312.0,0.0
2018.01.04,19.823999404907227,21.654600143432617,19.56130027770996,20.417800903320312,494825.0,0.0
2018.01.05,20.888500213623047,24.51460075378418,20.26689910888672,24.118099212646484,621769.0,0.0
2018.01.06,24.06279945373535,24.73419952392578,21.986000061035156,24.46969985961914,702906.0,0.0
2018.01.07,24.483800888061523,26.90250015258789,22.95549964904785,26.018400192260742,499795.0,0.0
2018.01.08,26.01490020751953,29.850099563598633,22.11440086364746,26.08209991455078,1054710.0,0.0
2018.01.09,26.071500778198242,28.43939971923828,25.26129913330078,27.320999145507812,578196.0,0.0
2018.01.10,27.32469940185547,27.797500610351562,24.04759979248047,24.943199157714844,828661.0,0.0
2018.01.11,24.942100524902344,26.420499801635742,22.678199768066406,25.71649932861328,585585.0,0.0
2018.01.12,25.72100067138672,30.153200149536133,22.247100830078125,27.663299560546875,1066420.0,0.0
2018.01.13,27.710100173950195,28.730199813842773,25.21380043029785,26.860300064086914,685598.0,0.0
2018.01.14,26.87849998474121,28.279499053955078,23.845199584960938,26.50119972229004,1159270.0,0.0
2018.01.15,26.49410057067871,29.00830078125,24.035999298095703,26.666500091552734,846259.0,0.0
2018.01.16,26.418800354003906,28.695199966430664,22.088499069213867,24.036300659179688,906882.0,0.0
2018.01.17,22.794200897216797,25.044099807739258,19.953399658203125,24.930400848388672,808256.0,0.0
2018.01.18,24.11949920654297,25.823299407958984,22.575199127197266,23.349199295043945,425551.0,0.0
2018.01.19,23.3164005279541,24.59149932861328,22.083900451660156,23.495800018310547,351450.0,0.0
2018.01.20,23.477399826049805,25.939899444580078,23.477399826049805,25.165000915527344,570484.0,0.0
2018.01.21,25.60099983215332,25.604900360107422,21.8794002532959,23.66080093383789,463173.0,0.0
2018.01.22,23.64150047302246,24.091100692749023,21.428699493408203,23.325199127197266,237606.0,0.0
2018.01.23,23.31049919128418,24.225299835205078,20.160400390625,23.372100830078125,290810.0,0.0
2018.01.24,23.37150001525879,24.898099899291992,22.683000564575195,23.88520050048828,177434.0,0.0
2018.01.25,23.92289924621582,24.955900192260742,23.38559913635254,24.19659996032715,342580.0,0.0
2018.01.26,24.1835994720459,25.287500381469727,22.570899963378906,24.558000564575195,284756.0,0.0
2018.01.27,24.546199798583984,25.073200225830078,22.965200424194336,24.464799880981445,258333.0,0.0
2018.01.28,24.456300735473633,25.955900192260742,24.36549949645996,25.644899368286133,458126.0,0.0
2018.01.29,25.640600204467773,25.643600463867188,23.70359992980957,24.59510040283203,214798.0,0.0
2018.01.30,24.595500946044922,25.39590072631836,23.574600219726562,24.226999282836914,271424.0,0.0
2018.01.31,24.179899215698242,25.223899841308594,23.30929946899414,24.603200912475586,235030.0,0.0
2018.02.01,24.59709930419922,25.208799362182617,22.371999740600586,23.4237003326416,252563.0,0.0
2018.02.02,23.426300048828125,24.675600051879883,20.404800415039062,24.674999237060547,187564.0,0.0
2018.02.03,24.680200576782227,25.168399810791016,23.092100143432617,23.419099807739258,215691.0,0.0
2018.02.04,23.41469955444336,23.63360023498535,21.404499053955078,22.06679916381836,331358.0,0.0
2018.02.05,22.05820083618164,22.06279945373535,18.278400421142578,19.83679962158203,247221.0,0.0
2018.02.06,19.83650016784668,22.50749969482422,15.418399810791016,22.385099411010742,193838.0,0.0
2018.02.07,22.394899368286133,22.48040008544922,18.728200912475586,18.78459930419922,239155.0,0.0
2018.02.08,18.783199310302734,20.955400466918945,18.783199310302734,20.509199142456055,193999.0,0.0
2018.02.09,20.510000228881836,20.954099655151367,19.50200080871582,20.348100662231445,177169.0,0.0
2018.02.10,20.33880043029785,21.507699966430664,20.143400192260742,20.47249984741211,220993.0,0.0
2018.02.11,20.47279930114746,20.47450065612793,19.385499954223633,19.728700637817383,88334.703125,0.0
2018.02.12,19.773300170898438,20.331600189208984,17.867799758911133,19.890100479125977,52374.19921875,0.0
2018.02.13,19.890600204467773,20.750900268554688,19.571199417114258,20.740699768066406,77522.796875,0.0
2018.02.14,20.740699768066406,21.315500259399414,19.809799194335938,21.315500259399414,97219.203125,0.0
2018.02.15,20.92650032043457,22.048200607299805,20.649700164794922,21.781299591064453,126013.0,0.0
2018.02.16,21.727699279785156,22.10740089416504,19.68000030517578,21.25909996032715,74712.203125,0.0
2018.02.17,21.24570083618164,22.15060043334961,20.877300262451172,22.0231990814209,102256.0,0.0
2018.02.18,22.04490089416504,22.981000900268555,20.63089942932129,21.743900299072266,127354.0,0.0
2018.02.19,21.72260093688965,22.744699478149414,21.092100143432617,22.693700790405273,143937.0,0.0
2018.02.20,22.700000762939453,22.80900001525879,21.093399047851562,21.112600326538086,139994.0,0.0
2018.02.21,21.111900329589844,21.111900329589844,19.20039939880371,19.385000228881836,119649.0,0.0
2018.02.22,19.35110092163086,20.46030044555664,17.790599822998047,19.28580093383789,158618.0,0.0
2018.02.23,19.288700103759766,19.54450035095215,18.23430061340332,19.14539909362793,141560.0,0.0
2018.02.24,19.204999923706055,19.415800094604492,16.629600524902344,17.922000885009766,120255.0,0.0
2018.02.25,17.810100555419922,17.98430061340332,15.239800453186035,17.099300384521484,83800.0,0.0
2018.02.26,17.35890007019043,18.909700393676758,16.50119972229004,18.19930076599121,175004.0,0.0
2018.02.27,18.19809913635254,19.208900451660156,17.72330093383789,18.70840072631836,119078.0,0.0
2018.02.28,18.53569984436035,19.258499145507812,17.685199737548828,18.434900283813477,164316.0,0.0
2018.03.01,18.428300857543945,19.1466007232666,17.714599609375,18.789499282836914,122097.0,0.0
2018.03.02,18.77739906311035,19.627899169921875,16.844100952148438,17.66390037536621,183704.0,0.0
2018.03.03,17.6643009185791,18.66939926147461,16.315399169921875,17.122800827026367,164336.0,0.0
2018.03.04,17.114200592041016,17.855600357055664,16.057199478149414,16.899599075317383,125499.0,0.0
2018.03.05,16.759199142456055,18.240400314331055,16.011499404907227,17.38610076904297,143576.0,0.0
2018.03.06,16.80030059814453,17.44529914855957,15.247200012207031,15.25100040435791,207534.0,0.0
2018.03.07,15.246000289916992,16.226200103759766,13.090499877929688,14.075200080871582,144726.0,0.0
