date,open,high,low,close,volume,marketcap
2016.07.24,0.7523450255393982,0.9593539834022522,0.7373420000076294,0.9288139939308167,17769300.0,76439026.5107
2016.07.25,0.9319930076599121,0.9328619837760925,0.45244601368904114,0.6024019718170166,9308400.0,49576150.2821
2016.07.26,0.6047369837760925,2.8454599380493164,0.6003580093383789,2.5534799098968506,103066000.0,210144900.286
2016.07.27,2.4583399295806885,2.4583399295806885,1.2625000476837158,1.6020300388336182,62645700.0,131842988.63
2016.07.28,1.561769962310791,1.9211499691009521,1.3692599534988403,1.7304500341415405,40291300.0,142411627.544
2016.07.29,1.7119300365447998,1.8028000593185425,1.5528500080108643,1.6357100009918213,20745500.0,134614766.847
2016.07.30,1.6551300287246704,1.7069300413131714,1.5540599822998047,1.5690499544143677,10061600.0,129128818.63
2016.07.31,1.5707000494003296,1.9136199951171875,1.5572500228881836,1.798550009727478,29167500.0,148016084.093
2016.08.01,1.7928600311279297,2.341140031814575,1.779129981994629,2.341140031814575,45924200.0,192669859.116
2016.08.02,2.3611700534820557,3.533250093460083,2.306689977645874,2.761509895324707,147855008.0,227567914.738
2016.08.03,2.7753899097442627,3.19704008102417,2.3568599224090576,2.6001501083374023,74184496.0,214270711.859
2016.08.04,2.589279890060425,2.7647299766540527,2.1019999980926514,2.343899965286255,43516500.0,193153903.246
2016.08.05,2.3470299243927,2.598720073699951,2.275320053100586,2.586750030517578,20254400.0,213166457.281
2016.08.06,2.5852699279785156,2.8576600551605225,2.5717999935150146,2.6972498893737793,22874700.0,222272437.19
2016.08.07,2.7022299766540527,2.742460012435913,2.057490110397339,2.14667010307312,31153900.0,177588505.038
2016.08.08,2.156899929046631,2.3781299591064453,2.050649881362915,2.185159921646118,15781200.0,180876018.081
2016.08.09,2.1743099689483643,2.2206099033355713,1.7946799993515015,1.9485700130462646,23612300.0,161349945.622
2016.08.10,1.9441399574279785,2.044840097427368,1.640720009803772,1.7116999626159668,20082200.0,141789917.329
2016.08.11,1.7174700498580933,1.9572099447250366,1.587049961090088,1.8505799770355225,17263000.0,153354618.477
2016.08.12,1.843850016593933,2.0896100997924805,1.8007500171661377,1.8492300510406494,15418800.0,153301252.065
2016.08.13,1.8566700220108032,1.9343199729919434,1.8224400281906128,1.8727799654006958,3822490.0,155312877.818
2016.08.14,1.8683600425720215,1.9774199724197388,1.867169976234436,1.92739999294281,6985300.0,159903687.998
2016.08.15,1.9273300170898438,2.00462007522583,1.8326200246810913,1.8602299690246582,7282060.0,154389753.506
2016.08.16,1.8650100231170654,1.8956799507141113,1.801259994506836,1.8567500114440918,4062150.0,154159206.927
2016.08.17,1.8603500127792358,1.869070053100586,1.7233200073242188,1.7381800413131714,5087980.0,144369253.844
2016.08.18,1.7421300411224365,1.7826100587844849,1.653540015220642,1.6878900527954102,4469650.0,140245161.413
2016.08.19,1.6840499639511108,1.8059799671173096,1.6128599643707275,1.7876700162887573,6186480.0,148591343.133
2016.08.20,1.7800400257110596,1.7800400257110596,1.6805100440979004,1.744439959526062,3315060.0,145053898.168
2016.08.21,1.7451200485229492,1.7739900350570679,1.7034499645233154,1.7216299772262573,1866780.0,143211684.275
2016.08.22,1.7262500524520874,1.744089961051941,1.623270034790039,1.6684000492095947,4757220.0,138836116.218
2016.08.23,1.674780011177063,1.681820034980774,1.5587300062179565,1.6043599843978882,6292880.0,133557451.002
2016.08.24,1.6064599752426147,1.6412700414657593,1.442639946937561,1.442639946937561,6191350.0,120139190.04
